kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23111,"""1.56""","""1624688334006357454""","""1624688334006359014"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23112,"""39.39""","""1624688334006359164""","""1624688334006398554"""
43/Cast_tvmbin,kernel AI core task,4,23113,"""1.7""","""1624688334006398704""","""1624688334006400404"""
N/A,memory copy task,4,23114,"""1.22""","""1624688334006400514""","""1624688334006401734"""
348/trans_TransposeD_420_tvmbin,kernel AI core task,4,23115,"""10.73""","""1624688334006401834""","""1624688334006412564"""
348/trans_TransData_421_tvmbin,kernel AI core task,4,23116,"""5.54""","""1624688334006412674""","""1624688334006418214"""
348/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23117,"""146.64""","""1624688334006418324""","""1624688334006564964"""
349/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23118,"""458.91""","""1624688334006565074""","""1624688334007023984"""
349/trans_Cast_422_tvmbin,kernel AI core task,4,23119,"""4.14""","""1624688334007024134""","""1624688334007028274"""
349/trans_TransData_423_tvmbin,kernel AI core task,4,23120,"""6.31""","""1624688334007028384""","""1624688334007034694"""
349/trans_TransposeD_424_tvmbin,kernel AI core task,4,23121,"""5.69""","""1624688334007034814""","""1624688334007040504"""
339/ReluGrad_tvmbin,kernel AI core task,4,23122,"""32.42""","""1624688334007040624""","""1624688334007073044"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23123,"""253.49""","""1624688334007073154""","""1624688334007326644"""
342/Add_tvmbin,kernel AI core task,4,23124,"""21.92""","""1624688334007326754""","""1624688334007348674"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23125,"""166.72""","""1624688334007348834""","""1624688334007515554"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23126,"""1.24""","""1624688334007515704""","""1624688334007516944"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23127,"""40.72""","""1624688334007517094""","""1624688334007557814"""
N/A,memory copy task,4,23128,"""0.88""","""1624688334007557974""","""1624688334007558854"""
N/A,memory copy task,4,23129,"""0.86""","""1624688334007558954""","""1624688334007559814"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23130,"""205.11""","""1624688334007559914""","""1624688334007765024"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23131,"""41.26""","""1624688334007765134""","""1624688334007806394"""
351/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23132,"""126.2""","""1624688334007806544""","""1624688334007932744"""
352/trans_TransData_425_tvmbin,kernel AI core task,4,23133,"""1540.83""","""1624688334007932894""","""1624688334009473724"""
352/atomic_addr_clean-1_352_0_tvmbin,kernel AI core task,4,23134,"""2.15""","""1624688334009473884""","""1624688334009476034"""
352/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23135,"""61.84""","""1624688334009476184""","""1624688334009538024"""
47/Cast_tvmbin,kernel AI core task,4,23136,"""3.6""","""1624688334009538174""","""1624688334009541774"""
331/trans_TransData_391_tvmbin,kernel AI core task,4,23137,"""1543.35""","""1624688334009541934""","""1624688334011085284"""
331/ReluGrad_tvmbin,kernel AI core task,4,23138,"""211.01""","""1624688334011085444""","""1624688334011296454"""
331/trans_TransData_392_tvmbin,kernel AI core task,4,23139,"""1433.95""","""1624688334011296614""","""1624688334012730564"""
311/Add_tvmbin,kernel AI core task,4,23140,"""217.56""","""1624688334012730734""","""1624688334012948294"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23141,"""260.43""","""1624688334012948454""","""1624688334013208884"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23142,"""1.37""","""1624688334013209044""","""1624688334013210414"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23143,"""40.01""","""1624688334013210574""","""1624688334013250584"""
N/A,memory copy task,4,23144,"""0.85""","""1624688334013250734""","""1624688334013251584"""
N/A,memory copy task,4,23145,"""0.86""","""1624688334013251684""","""1624688334013252544"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23146,"""260.73""","""1624688334013252644""","""1624688334013513374"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23147,"""42.89""","""1624688334013513524""","""1624688334013556414"""
351/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23148,"""129.6""","""1624688334013556574""","""1624688334013686174"""
352/trans_TransData_425_tvmbin,kernel AI core task,4,23149,"""1541.55""","""1624688334013686324""","""1624688334015227874"""
352/atomic_addr_clean-1_352_0_tvmbin,kernel AI core task,4,23150,"""2.07""","""1624688334015228074""","""1624688334015230144"""
352/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23151,"""61.41""","""1624688334015230294""","""1624688334015291704"""
47/Cast_tvmbin,kernel AI core task,4,23152,"""3.52""","""1624688334015291814""","""1624688334015295334"""
331/trans_TransData_391_tvmbin,kernel AI core task,4,23153,"""1545.24""","""1624688334015295484""","""1624688334016840724"""
331/ReluGrad_tvmbin,kernel AI core task,4,23154,"""210.68""","""1624688334016840914""","""1624688334017051594"""
331/trans_TransData_392_tvmbin,kernel AI core task,4,23155,"""1430.66""","""1624688334017051784""","""1624688334018482444"""
332/SliceD_tvmbin,kernel AI core task,4,23156,"""30.37""","""1624688334018482594""","""1624688334018512964"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23157,"""167.87""","""1624688334018513074""","""1624688334018680944"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23158,"""1.45""","""1624688334018681134""","""1624688334018682584"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23159,"""40.29""","""1624688334018682734""","""1624688334018723024"""
N/A,memory copy task,4,23160,"""0.87""","""1624688334018723174""","""1624688334018724044"""
N/A,memory copy task,4,23161,"""0.85""","""1624688334018724154""","""1624688334018725004"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23162,"""261.42""","""1624688334018725104""","""1624688334018986524"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23163,"""41.66""","""1624688334018986674""","""1624688334019028334"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23164,"""16.85""","""1624688334019028484""","""1624688334019045334"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23165,"""1.76""","""1624688334019045484""","""1624688334019047244"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23166,"""41.83""","""1624688334019047394""","""1624688334019089224"""
43/Cast_tvmbin,kernel AI core task,4,23167,"""1.91""","""1624688334019089384""","""1624688334019091294"""
N/A,memory copy task,4,23168,"""0.96""","""1624688334019091444""","""1624688334019092404"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23169,"""4.36""","""1624688334019092504""","""1624688334019096864"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23170,"""4.94""","""1624688334019097014""","""1624688334019101954"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23171,"""38.48""","""1624688334019102064""","""1624688334019140544"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23172,"""224.05""","""1624688334019140694""","""1624688334019364744"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23173,"""2.93""","""1624688334019364944""","""1624688334019367874"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23174,"""6.7""","""1624688334019368024""","""1624688334019374724"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23175,"""3.41""","""1624688334019374874""","""1624688334019378284"""
339/ReluGrad_tvmbin,kernel AI core task,4,23176,"""31.24""","""1624688334019378444""","""1624688334019409684"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23177,"""1.35""","""1624688334019409804""","""1624688334019411154"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23178,"""40.95""","""1624688334019411304""","""1624688334019452254"""
N/A,memory copy task,4,23179,"""0.88""","""1624688334019452364""","""1624688334019453244"""
N/A,memory copy task,4,23180,"""0.86""","""1624688334019453344""","""1624688334019454204"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23181,"""43.7""","""1624688334019454314""","""1624688334019498014"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23182,"""14.93""","""1624688334019498164""","""1624688334019513094"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23183,"""1.58""","""1624688334019513204""","""1624688334019514784"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23184,"""41.06""","""1624688334019514934""","""1624688334019555994"""
43/Cast_tvmbin,kernel AI core task,4,23185,"""1.76""","""1624688334019556104""","""1624688334019557864"""
N/A,memory copy task,4,23186,"""1.01""","""1624688334019557974""","""1624688334019558984"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23187,"""5.55""","""1624688334019559094""","""1624688334019564644"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23188,"""4.58""","""1624688334019564754""","""1624688334019569334"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23189,"""38.72""","""1624688334019569444""","""1624688334019608164"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23190,"""223.89""","""1624688334019608274""","""1624688334019832164"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23191,"""2.8""","""1624688334019832314""","""1624688334019835114"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23192,"""6.35""","""1624688334019835274""","""1624688334019841624"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23193,"""3.2""","""1624688334019841784""","""1624688334019844984"""
339/ReluGrad_tvmbin,kernel AI core task,4,23194,"""31.18""","""1624688334019845144""","""1624688334019876324"""
332/SliceD_tvmbin,kernel AI core task,4,23195,"""28.64""","""1624688334019876484""","""1624688334019905124"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23196,"""255.95""","""1624688334019905284""","""1624688334020161234"""
342/Add_tvmbin,kernel AI core task,4,23197,"""20.13""","""1624688334020161394""","""1624688334020181524"""
N/A,event record task,4,23199,"""0.0""","""1624688334020232964""","""1624688334020232964"""
343/SliceD_tvmbin,kernel AI core task,4,23200,"""33.83""","""1624688334020233114""","""1624688334020266944"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23201,"""167.07""","""1624688334020267104""","""1624688334020434174"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23202,"""90.45""","""1624688334020434334""","""1624688334020524784"""
345/SliceD_tvmbin,kernel AI core task,4,23203,"""27.62""","""1624688334020524944""","""1624688334020552564"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23204,"""256.25""","""1624688334020552734""","""1624688334020808984"""
342/Add_tvmbin,kernel AI core task,4,23205,"""20.26""","""1624688334020809154""","""1624688334020829414"""
N/A,event record task,4,23207,"""0.01""","""1624688334020870604""","""1624688334020870614"""
343/SliceD_tvmbin,kernel AI core task,4,23208,"""33.35""","""1624688334020870774""","""1624688334020904124"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23209,"""167.24""","""1624688334020904274""","""1624688334021071514"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23210,"""90.97""","""1624688334021071664""","""1624688334021162634"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23211,"""253.37""","""1624688334021162794""","""1624688334021416164"""
342/Add_tvmbin,kernel AI core task,4,23212,"""19.76""","""1624688334021416324""","""1624688334021436084"""
346/SliceD_tvmbin,kernel AI core task,4,23213,"""34.66""","""1624688334021436244""","""1624688334021470904"""
163/Add_tvmbin,kernel AI core task,4,23214,"""18.83""","""1624688334021471054""","""1624688334021489884"""
N/A,event record task,4,23216,"""0.01""","""1624688334021533124""","""1624688334021533134"""
346/SliceD_tvmbin,kernel AI core task,4,23217,"""30.19""","""1624688334021533234""","""1624688334021563424"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23218,"""165.85""","""1624688334021563584""","""1624688334021729434"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23219,"""90.66""","""1624688334021729584""","""1624688334021820244"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23220,"""246.71""","""1624688334021820404""","""1624688334022067114"""
342/Add_tvmbin,kernel AI core task,4,23221,"""19.98""","""1624688334022067264""","""1624688334022087244"""
347/SliceD_tvmbin,kernel AI core task,4,23222,"""33.22""","""1624688334022087394""","""1624688334022120614"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23223,"""166.95""","""1624688334022120774""","""1624688334022287724"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23224,"""1.24""","""1624688334022287874""","""1624688334022289114"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23225,"""40.11""","""1624688334022289304""","""1624688334022329414"""
N/A,memory copy task,4,23226,"""0.77""","""1624688334022329564""","""1624688334022330334"""
N/A,memory copy task,4,23227,"""0.85""","""1624688334022330434""","""1624688334022331284"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23228,"""240.77""","""1624688334022331394""","""1624688334022572164"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23229,"""42.0""","""1624688334022572314""","""1624688334022614314"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23230,"""17.27""","""1624688334022614434""","""1624688334022631704"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23231,"""1.6""","""1624688334022631824""","""1624688334022633424"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23232,"""39.67""","""1624688334022633544""","""1624688334022673214"""
43/Cast_tvmbin,kernel AI core task,4,23233,"""1.9""","""1624688334022673334""","""1624688334022675234"""
N/A,memory copy task,4,23234,"""1.04""","""1624688334022675384""","""1624688334022676424"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23235,"""5.64""","""1624688334022676524""","""1624688334022682164"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23236,"""4.74""","""1624688334022682314""","""1624688334022687054"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23237,"""38.29""","""1624688334022687204""","""1624688334022725494"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23238,"""223.87""","""1624688334022725644""","""1624688334022949514"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23239,"""2.7""","""1624688334022949684""","""1624688334022952384"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23240,"""6.71""","""1624688334022952544""","""1624688334022959254"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23241,"""3.65""","""1624688334022959414""","""1624688334022963064"""
339/ReluGrad_tvmbin,kernel AI core task,4,23242,"""31.52""","""1624688334022963234""","""1624688334022994754"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23243,"""1.35""","""1624688334022994914""","""1624688334022996264"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23244,"""40.77""","""1624688334022996424""","""1624688334023037194"""
N/A,memory copy task,4,23245,"""0.9""","""1624688334023037344""","""1624688334023038244"""
N/A,memory copy task,4,23246,"""0.86""","""1624688334023038344""","""1624688334023039204"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23247,"""41.92""","""1624688334023039304""","""1624688334023081224"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23248,"""14.65""","""1624688334023081384""","""1624688334023096034"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23249,"""1.51""","""1624688334023096184""","""1624688334023097694"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23250,"""29.06""","""1624688334023097844""","""1624688334023126904"""
43/Cast_tvmbin,kernel AI core task,4,23251,"""1.9""","""1624688334023127054""","""1624688334023128954"""
N/A,memory copy task,4,23252,"""1.04""","""1624688334023129104""","""1624688334023130144"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23253,"""5.32""","""1624688334023130244""","""1624688334023135564"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23254,"""4.68""","""1624688334023135674""","""1624688334023140354"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23255,"""38.19""","""1624688334023140504""","""1624688334023178694"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23256,"""223.8""","""1624688334023178854""","""1624688334023402654"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23257,"""2.73""","""1624688334023402814""","""1624688334023405544"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23258,"""6.25""","""1624688334023405704""","""1624688334023411954"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23259,"""4.2""","""1624688334023412114""","""1624688334023416314"""
339/ReluGrad_tvmbin,kernel AI core task,4,23260,"""31.12""","""1624688334023416484""","""1624688334023447604"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23261,"""257.63""","""1624688334023447764""","""1624688334023705394"""
342/Add_tvmbin,kernel AI core task,4,23262,"""18.49""","""1624688334023705564""","""1624688334023724054"""
347/SliceD_tvmbin,kernel AI core task,4,23263,"""33.94""","""1624688334023724214""","""1624688334023758154"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23264,"""166.29""","""1624688334023758304""","""1624688334023924594"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23265,"""1.31""","""1624688334023924704""","""1624688334023926014"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23266,"""39.78""","""1624688334023926124""","""1624688334023965904"""
N/A,memory copy task,4,23267,"""0.87""","""1624688334023966014""","""1624688334023966884"""
N/A,memory copy task,4,23268,"""0.85""","""1624688334023966994""","""1624688334023967844"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23269,"""247.15""","""1624688334023967954""","""1624688334024215104"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23270,"""41.55""","""1624688334024215294""","""1624688334024256844"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23271,"""15.85""","""1624688334024256964""","""1624688334024272814"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23272,"""1.51""","""1624688334024272924""","""1624688334024274434"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23273,"""34.42""","""1624688334024274544""","""1624688334024308964"""
43/Cast_tvmbin,kernel AI core task,4,23274,"""1.78""","""1624688334024309114""","""1624688334024310894"""
N/A,memory copy task,4,23275,"""1.19""","""1624688334024311044""","""1624688334024312234"""
348/trans_TransposeD_420_tvmbin,kernel AI core task,4,23276,"""10.68""","""1624688334024312334""","""1624688334024323014"""
348/trans_TransData_421_tvmbin,kernel AI core task,4,23277,"""5.9""","""1624688334024323174""","""1624688334024329074"""
348/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23278,"""146.47""","""1624688334024329224""","""1624688334024475694"""
349/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23279,"""483.09""","""1624688334024475804""","""1624688334024958894"""
349/trans_Cast_422_tvmbin,kernel AI core task,4,23280,"""4.52""","""1624688334024959054""","""1624688334024963574"""
349/trans_TransData_423_tvmbin,kernel AI core task,4,23281,"""6.31""","""1624688334024963724""","""1624688334024970034"""
349/trans_TransposeD_424_tvmbin,kernel AI core task,4,23282,"""5.97""","""1624688334024970184""","""1624688334024976154"""
339/ReluGrad_tvmbin,kernel AI core task,4,23283,"""30.63""","""1624688334024976314""","""1624688334025006944"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23284,"""1.32""","""1624688334025007094""","""1624688334025008414"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23285,"""40.54""","""1624688334025008564""","""1624688334025049104"""
N/A,memory copy task,4,23286,"""0.82""","""1624688334025049254""","""1624688334025050074"""
N/A,memory copy task,4,23287,"""0.87""","""1624688334025050184""","""1624688334025051054"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23288,"""44.06""","""1624688334025051164""","""1624688334025095224"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23289,"""14.92""","""1624688334025095374""","""1624688334025110294"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23290,"""1.53""","""1624688334025110444""","""1624688334025111974"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23291,"""37.26""","""1624688334025112164""","""1624688334025149424"""
43/Cast_tvmbin,kernel AI core task,4,23292,"""1.8""","""1624688334025149574""","""1624688334025151374"""
N/A,memory copy task,4,23293,"""1.05""","""1624688334025151534""","""1624688334025152584"""
348/trans_TransposeD_420_tvmbin,kernel AI core task,4,23294,"""10.85""","""1624688334025152684""","""1624688334025163534"""
348/trans_TransData_421_tvmbin,kernel AI core task,4,23295,"""5.46""","""1624688334025163694""","""1624688334025169154"""
348/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23296,"""145.76""","""1624688334025169314""","""1624688334025315074"""
349/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23297,"""473.21""","""1624688334025315234""","""1624688334025788444"""
349/trans_Cast_422_tvmbin,kernel AI core task,4,23298,"""4.32""","""1624688334025788604""","""1624688334025792924"""
349/trans_TransData_423_tvmbin,kernel AI core task,4,23299,"""6.23""","""1624688334025793084""","""1624688334025799314"""
349/trans_TransposeD_424_tvmbin,kernel AI core task,4,23300,"""5.44""","""1624688334025799474""","""1624688334025804914"""
339/ReluGrad_tvmbin,kernel AI core task,4,23301,"""31.03""","""1624688334025805074""","""1624688334025836104"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23302,"""255.46""","""1624688334025836254""","""1624688334026091714"""
342/Add_tvmbin,kernel AI core task,4,23303,"""18.51""","""1624688334026091914""","""1624688334026110424"""
350/SliceD_tvmbin,kernel AI core task,4,23304,"""38.81""","""1624688334026110534""","""1624688334026149344"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23305,"""165.59""","""1624688334026149454""","""1624688334026315044"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23306,"""1.43""","""1624688334026315204""","""1624688334026316634"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23307,"""40.17""","""1624688334026316784""","""1624688334026356954"""
N/A,memory copy task,4,23308,"""0.86""","""1624688334026357064""","""1624688334026357924"""
N/A,memory copy task,4,23309,"""0.87""","""1624688334026358034""","""1624688334026358904"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23310,"""244.42""","""1624688334026359004""","""1624688334026603424"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23311,"""41.93""","""1624688334026603584""","""1624688334026645514"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23312,"""16.25""","""1624688334026645664""","""1624688334026661914"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23313,"""1.51""","""1624688334026662064""","""1624688334026663574"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23314,"""37.51""","""1624688334026663724""","""1624688334026701234"""
43/Cast_tvmbin,kernel AI core task,4,23315,"""1.66""","""1624688334026701384""","""1624688334026703044"""
N/A,memory copy task,4,23316,"""1.2""","""1624688334026703194""","""1624688334026704394"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23317,"""4.6""","""1624688334026704494""","""1624688334026709094"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23318,"""4.71""","""1624688334026709244""","""1624688334026713954"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23319,"""39.25""","""1624688334026714114""","""1624688334026753364"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23320,"""223.92""","""1624688334026753524""","""1624688334026977444"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23321,"""2.73""","""1624688334026977604""","""1624688334026980334"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23322,"""6.48""","""1624688334026980494""","""1624688334026986974"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23323,"""3.37""","""1624688334026987124""","""1624688334026990494"""
339/ReluGrad_tvmbin,kernel AI core task,4,23324,"""31.38""","""1624688334026990644""","""1624688334027022024"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23325,"""1.37""","""1624688334027022134""","""1624688334027023504"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23326,"""40.9""","""1624688334027023694""","""1624688334027064594"""
N/A,memory copy task,4,23327,"""0.75""","""1624688334027064744""","""1624688334027065494"""
N/A,memory copy task,4,23328,"""0.97""","""1624688334027065594""","""1624688334027066564"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23329,"""42.19""","""1624688334027066664""","""1624688334027108854"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23330,"""15.17""","""1624688334027109004""","""1624688334027124174"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23331,"""1.51""","""1624688334027124324""","""1624688334027125834"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23332,"""35.8""","""1624688334027125984""","""1624688334027161784"""
43/Cast_tvmbin,kernel AI core task,4,23333,"""1.71""","""1624688334027161944""","""1624688334027163654"""
N/A,memory copy task,4,23334,"""1.06""","""1624688334027163814""","""1624688334027164874"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23335,"""5.49""","""1624688334027164974""","""1624688334027170464"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23336,"""4.51""","""1624688334027170624""","""1624688334027175134"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23337,"""38.09""","""1624688334027175294""","""1624688334027213384"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23338,"""223.78""","""1624688334027213534""","""1624688334027437314"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23339,"""2.79""","""1624688334027437484""","""1624688334027440274"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23340,"""6.32""","""1624688334027440434""","""1624688334027446754"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23341,"""3.38""","""1624688334027446904""","""1624688334027450284"""
339/ReluGrad_tvmbin,kernel AI core task,4,23342,"""30.95""","""1624688334027450434""","""1624688334027481384"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23343,"""252.38""","""1624688334027481534""","""1624688334027733914"""
342/Add_tvmbin,kernel AI core task,4,23344,"""19.62""","""1624688334027734084""","""1624688334027753704"""
350/SliceD_tvmbin,kernel AI core task,4,23345,"""38.49""","""1624688334027753864""","""1624688334027792354"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23346,"""165.73""","""1624688334027792504""","""1624688334027958234"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23347,"""1.24""","""1624688334027958394""","""1624688334027959634"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23348,"""39.97""","""1624688334027959784""","""1624688334027999754"""
N/A,memory copy task,4,23349,"""0.9""","""1624688334027999914""","""1624688334028000814"""
N/A,memory copy task,4,23350,"""0.86""","""1624688334028000914""","""1624688334028001774"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23351,"""252.87""","""1624688334028001884""","""1624688334028254754"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23352,"""41.49""","""1624688334028254924""","""1624688334028296414"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23353,"""16.64""","""1624688334028296564""","""1624688334028313204"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23354,"""1.51""","""1624688334028313354""","""1624688334028314864"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23355,"""46.08""","""1624688334028315014""","""1624688334028361094"""
